FIELD,ID,RA,DEC,r_petro,zb,zb_Min,zb_Max,PROB_GAL_new,SPIRAL,ELLIPTICAL,UNCERTAIN,simple_class
STRIPE82-0021,SPLUS.STRIPE82-0021.28381.griz,13.4728,-0.5472,16.56,0.102,0.087,0.115,1.0,0,0,1,Ec
STRIPE82-0021,SPLUS.STRIPE82-0021.29085.griz,14.0517,-0.5754,15.6,0.044,0.04,0.051,1.0,0,1,0,Ei
STRIPE82-0021,SPLUS.STRIPE82-0021.29289.griz,14.5275,-0.5762,15.88,0.043,0.039,0.07,1.0,0,0,1,Er
STRIPE82-0021,SPLUS.STRIPE82-0021.29432.griz,14.4174,-0.5912,15.08,0.059,0.052000000000000005,0.064,1.0,0,1,0,Er
STRIPE82-0021,SPLUS.STRIPE82-0021.29485.griz,14.4435,-0.5823,15.29,0.05,0.047,0.056,1.0,0,1,0,Ei
STRIPE82-0021,SPLUS.STRIPE82-0021.29720.griz,14.053,-0.5967,15.71,0.103,0.095,0.109,1.0,0,0,1,Er
STRIPE82-0021,SPLUS.STRIPE82-0021.29861.griz,13.615,-0.6025,16.81,0.106,0.091,0.119,1.0,1,0,0,Ei
STRIPE82-0021,SPLUS.STRIPE82-0021.29953.griz,14.0321,-0.6097,16.54,0.115,0.106,0.129,1.0,0,0,1,Er
STRIPE82-0021,SPLUS.STRIPE82-0021.30038.griz,14.325,0.0257,16.32,0.228,0.207,0.236,1.0,0,1,0,Er
STRIPE82-0021,SPLUS.STRIPE82-0021.30421.griz,14.2161,0.0058,14.41,0.044,0.042,0.047,1.0,0,1,0,Ei
STRIPE82-0021,SPLUS.STRIPE82-0021.30906.griz,13.9429,-0.0112,16.34,0.073,0.071,0.092,1.0,1,0,0,Ei
STRIPE82-0021,SPLUS.STRIPE82-0021.31058.griz,13.9072,-0.0279,16.98,0.052000000000000005,0.047,0.066,1.0,0,0,1,Ei
STRIPE82-0021,SPLUS.STRIPE82-0021.32104.griz,14.2989,-0.0558,16.42,0.061,0.045,0.066,1.0,0,0,1,Ei
STRIPE82-0021,SPLUS.STRIPE82-0021.32258.griz,13.9365,-0.0714,15.96,0.047,0.043,0.052000000000000005,1.0,0,0,1,Ec
STRIPE82-0021,SPLUS.STRIPE82-0021.32466.griz,14.0923,-0.078,16.83,0.071,0.048,0.073,1.0,0,0,1,Ei
STRIPE82-0021,SPLUS.STRIPE82-0021.32877.griz,13.9231,-0.0935,16.83,0.149,0.14400000000000002,0.159,1.0,0,0,1,Er
STRIPE82-0021,SPLUS.STRIPE82-0021.33439.griz,14.3029,-0.1146,16.19,0.032,0.018000000000000002,0.037000000000000005,1.0,1,0,0,SB
STRIPE82-0021,SPLUS.STRIPE82-0021.33565.griz,13.8101,-0.1543,16.53,0.122,0.111,0.136,1.0,0,0,1,S
STRIPE82-0021,SPLUS.STRIPE82-0021.33696.griz,14.0456,-0.1451,15.31,0.063,0.06,0.07,1.0,1,0,0,S
STRIPE82-0021,SPLUS.STRIPE82-0021.33902.griz,14.0817,-0.1257,14.55,0.042,0.038,0.044,1.0,1,0,0,Se
STRIPE82-0022,SPLUS.STRIPE82-0022.00024.griz,14.1096,0.0439,14.79,0.0556,0.037000000000000005,0.07200000000000001,1.0,0,1,0,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.00348.griz,14.095999999999998,0.0626,15.79,0.062,0.056,0.07,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.00483.griz,13.8621,0.0747,16.42,0.165,0.154,0.211,0.98,0,1,0,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.00829.griz,13.8172,0.0951,15.75,0.068,0.059,0.073,0.85,0,1,0,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.00871.griz,14.3744,0.1032,15.73,0.1126,0.065,0.146,1.0,1,0,0,SB
STRIPE82-0022,SPLUS.STRIPE82-0022.00903.griz,14.351,0.1097,15.29,0.03,0.024,0.034,1.0,1,0,0,S
STRIPE82-0022,SPLUS.STRIPE82-0022.00965.griz,14.1787,0.1005,15.94,0.055,0.05,0.064,1.0,1,0,0,SB
STRIPE82-0022,SPLUS.STRIPE82-0022.01012.griz,14.0412,0.1064,16.22,0.066,0.059,0.07400000000000001,1.0,1,0,0,Ec
STRIPE82-0022,SPLUS.STRIPE82-0022.01021.griz,13.9638,0.1011,16.3,0.027000000000000003,0.023,0.053,1.0,0,0,1,Ec
STRIPE82-0022,SPLUS.STRIPE82-0022.01044.griz,14.18,0.1188,16.26,0.07400000000000001,0.049,0.08,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.01105.griz,14.0668,0.1102,15.65,0.06,0.057,0.065,0.88,0,1,0,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.01135.griz,14.5135,0.1096,16.6,0.073,0.043,0.092,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.01221.griz,14.0715,0.1161,16.74,0.067,0.048,0.073,0.99,1,0,0,Se
STRIPE82-0022,SPLUS.STRIPE82-0022.01360.griz,13.5298,0.1321,16.12,0.083,0.08,0.128,1.0,0,1,0,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.01512.griz,14.1662,0.1413,16.72,0.115,0.087,0.124,1.0,1,0,0,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.02029.griz,13.9511,0.1747,16.98,0.057,0.037000000000000005,0.065,0.98,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.02084.griz,14.1926,0.1867,15.52,0.055,0.047,0.061,1.0,0,0,1,S
STRIPE82-0022,SPLUS.STRIPE82-0022.02149.griz,13.7987,0.2028,16.88,0.13,0.102,0.14400000000000002,0.99,1,0,0,S
STRIPE82-0022,SPLUS.STRIPE82-0022.02247.griz,14.4577,0.2167,16.19,0.115,0.073,0.123,1.0,1,0,0,Ec
STRIPE82-0022,SPLUS.STRIPE82-0022.02312.griz,13.9092,0.1962,16.94,0.053,0.037000000000000005,0.062,1.0,1,0,0,Ec
STRIPE82-0022,SPLUS.STRIPE82-0022.02315.griz,14.7891,0.1984,16.3,0.08,0.067,0.084,1.0,0,0,1,Ec
STRIPE82-0022,SPLUS.STRIPE82-0022.02331.griz,14.1242,0.2031,16.64,0.138,0.117,0.15,1.0,0,1,0,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.02974.griz,14.0077,0.2536,15.76,0.044,0.039,0.067,1.0,0,1,0,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.03011.griz,14.5373,0.2523,16.39,0.104,0.095,0.111,1.0,1,0,0,SB
STRIPE82-0022,SPLUS.STRIPE82-0022.03160.griz,14.2638,0.2594,16.86,0.069,0.037000000000000005,0.111,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.03198.griz,14.0988,0.2784,16.0,0.037000000000000005,0.03,0.053,1.0,1,0,0,Se
STRIPE82-0022,SPLUS.STRIPE82-0022.03599.griz,13.9326,0.3011,16.35,0.112,0.09,0.116,0.98,0,0,1,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.03802.griz,14.3109,0.3143,16.98,0.0968,0.04,0.12,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.03928.griz,13.7838,0.3189,16.69,0.101,0.094,0.149,0.99,1,0,0,S
STRIPE82-0022,SPLUS.STRIPE82-0022.04016.griz,14.2109,0.3465,14.45,0.059,0.052000000000000005,0.061,1.0,0,0,1,Ec
STRIPE82-0022,SPLUS.STRIPE82-0022.04103.griz,13.6953,0.3366,15.73,0.068,0.062,0.07200000000000001,1.0,0,1,0,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.04554.griz,14.7038,0.3664,16.02,0.093,0.09,0.109,0.99,0,0,1,Ec
STRIPE82-0022,SPLUS.STRIPE82-0022.04592.griz,13.9438,0.3676,16.87,0.126,0.116,0.134,1.0,0,0,1,Ec
STRIPE82-0022,SPLUS.STRIPE82-0022.04608.griz,14.7308,0.3879,16.48,0.067,0.049,0.07200000000000001,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.04792.griz,14.122,0.3818,16.84,0.224,0.18,0.234,0.99,1,0,0,S
STRIPE82-0022,SPLUS.STRIPE82-0022.04831.griz,14.5709,0.3823,16.5,0.07400000000000001,0.037000000000000005,0.084,1.0,1,0,0,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.05246.griz,14.755,0.4253,14.74,0.07,0.064,0.073,0.99,0,1,0,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.05298.griz,14.4719,0.4304,15.37,0.077,0.068,0.081,1.0,0,1,0,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.05369.griz,13.6938,0.4272,15.75,0.056,0.052000000000000005,0.063,1.0,0,0,1,Ec
STRIPE82-0022,SPLUS.STRIPE82-0022.05395.griz,13.8893,0.4328,15.42,0.055,0.045,0.06,1.0,0,0,1,S
STRIPE82-0022,SPLUS.STRIPE82-0022.05396.griz,14.3791,0.4246,16.82,0.085,0.079,0.129,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.05708.griz,14.7011,0.4555,15.86,0.062,0.046,0.066,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.06108.griz,14.2587,0.4761,16.68,0.065,0.036000000000000004,0.069,1.0,1,0,0,S
STRIPE82-0022,SPLUS.STRIPE82-0022.06156.griz,14.5033,0.4793,16.37,0.073,0.07400000000000001,0.106,1.0,0,0,1,S
STRIPE82-0022,SPLUS.STRIPE82-0022.06158.griz,14.1621,0.4786,16.05,0.068,0.058,0.073,1.0,0,0,1,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.06235.griz,14.4312,0.4817,15.93,0.107,0.094,0.111,1.0,0,0,1,Ec
STRIPE82-0022,SPLUS.STRIPE82-0022.06592.griz,14.3987,0.5133,16.14,0.111,0.102,0.124,1.0,1,0,0,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.06733.griz,14.098,0.5204,16.44,0.086,0.083,0.153,1.0,1,0,0,Ec
STRIPE82-0022,SPLUS.STRIPE82-0022.06852.griz,14.7215,0.5246,16.87,0.117,0.108,0.126,1.0,0,0,1,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.07143.griz,14.7522,0.5422,16.9,0.059,0.052000000000000005,0.076,1.0,1,0,0,Ec
STRIPE82-0022,SPLUS.STRIPE82-0022.07507.griz,14.1097,0.5751,16.65,0.075,0.054000000000000006,0.084,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.07589.griz,13.9137,0.5747,16.96,0.111,0.08800000000000001,0.122,0.99,1,0,0,Ec
STRIPE82-0022,SPLUS.STRIPE82-0022.07721.griz,13.8594,0.606,15.18,0.08900000000000001,0.084,0.097,1.0,0,1,0,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.07820.griz,14.0192,0.5926,16.6,0.05,0.043,0.055,0.99,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.07855.griz,13.6782,0.5988,16.57,0.069,0.044,0.069,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.07981.griz,13.6962,0.6039,16.99,0.078,0.075,0.109,1.0,1,0,0,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.08045.griz,14.0249,0.6286,14.49,0.042,0.038,0.046,1.0,0,0,1,S
STRIPE82-0022,SPLUS.STRIPE82-0022.08086.griz,13.6612,0.6187,16.19,0.067,0.063,0.08199999999999999,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.08319.griz,14.114,0.6231,16.85,0.1286,0.067,0.162,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.08763.griz,13.8251,0.6535,16.4,0.117,0.108,0.121,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.10469.griz,14.048,0.682,14.69,0.069,0.064,0.07200000000000001,1.0,0,1,0,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.10777.griz,13.9403,0.7084,15.66,0.06,0.057,0.069,1.0,1,0,0,S
STRIPE82-0022,SPLUS.STRIPE82-0022.12867.griz,13.8392,1.2221,16.77,0.156,0.124,0.163,1.0,0,0,1,S
STRIPE82-0022,SPLUS.STRIPE82-0022.13186.griz,13.9076,1.2005,16.98,0.0742,0.047,0.149,1.0,1,0,0,Ec
STRIPE82-0022,SPLUS.STRIPE82-0022.13638.griz,14.6203,1.1753,16.73,0.048,0.044,0.054000000000000006,0.95,1,0,0,Ec
STRIPE82-0022,SPLUS.STRIPE82-0022.14356.griz,13.7707,1.1271,16.44,0.175,0.158,0.188,0.99,0,1,0,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.14438.griz,13.4179,1.12,16.87,0.165,0.157,0.177,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.14993.griz,13.5637,1.0778,15.67,0.07200000000000001,0.036000000000000004,0.078,1.0,1,0,0,S
STRIPE82-0022,SPLUS.STRIPE82-0022.15080.griz,13.6992,1.0695,16.83,0.07200000000000001,0.061,0.105,0.98,0,0,1,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.15478.griz,13.8857,1.0364,16.55,0.0967,0.041,0.11,1.0,0,0,1,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.16071.griz,13.4695,1.0081,16.88,0.041,0.038,0.043,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.16081.griz,14.7671,1.0012,15.65,0.015,0.012,0.015,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.16365.griz,13.4697,0.9797,13.7,0.046,0.044,0.058,1.0,0,1,0,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.16714.griz,13.7802,0.9512,16.15,0.047,0.042,0.059,0.99,0,1,0,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.16786.griz,13.599,0.9429,15.68,0.049,0.044,0.056,1.0,1,0,0,Se
STRIPE82-0022,SPLUS.STRIPE82-0022.16859.griz,13.8437,0.9405,16.93,0.131,0.123,0.165,1.0,1,0,0,Ec
STRIPE82-0022,SPLUS.STRIPE82-0022.16991.griz,13.4393,0.9269,14.89,0.067,0.062,0.08199999999999999,0.98,0,0,1,S
STRIPE82-0022,SPLUS.STRIPE82-0022.17019.griz,13.5395,0.9284,16.64,0.064,0.045,0.064,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.17256.griz,14.0865,0.9062,15.42,0.067,0.058,0.07200000000000001,1.0,0,0,1,SB
STRIPE82-0022,SPLUS.STRIPE82-0022.17735.griz,13.5035,0.8766,16.98,0.174,0.16899999999999998,0.209,1.0,0,0,1,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.17952.griz,13.7481,0.8522,16.75,0.029,0.017,0.057,0.99,1,0,0,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.18459.griz,13.8538,0.8245,16.96,0.07,0.064,0.174,0.98,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.18468.griz,13.7788,0.8246,16.99,0.2156,0.182,0.255,1.0,0,0,1,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.18756.griz,14.3002,0.7988,16.27,0.073,0.067,0.08,1.0,0,0,1,Er
STRIPE82-0022,SPLUS.STRIPE82-0022.18903.griz,14.3496,0.7899,16.35,0.064,0.055,0.068,1.0,0,0,1,Ei
STRIPE82-0022,SPLUS.STRIPE82-0022.19296.griz,14.3812,0.7656,14.91,0.071,0.065,0.075,1.0,0,1,0,Er
STRIPE82-0023,SPLUS.STRIPE82-0023.03985.griz,15.9074,-1.2005,16.54,0.104,0.099,0.112,0.99,0,0,1,Er
STRIPE82-0023,SPLUS.STRIPE82-0023.04318.griz,14.9883,-1.1819,16.68,0.051,0.044,0.06,1.0,1,0,0,Ec
STRIPE82-0023,SPLUS.STRIPE82-0023.04576.griz,15.9371,-1.1768,15.5,0.086,0.08,0.104,1.0,0,1,0,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.04746.griz,15.8664,-1.159,16.85,0.092,0.08800000000000001,0.112,1.0,0,0,1,Er
STRIPE82-0023,SPLUS.STRIPE82-0023.04764.griz,15.9343,-1.1576,16.77,0.099,0.08800000000000001,0.105,1.0,1,0,0,Er
STRIPE82-0023,SPLUS.STRIPE82-0023.04786.griz,15.4899,-1.1575,16.88,0.12,0.112,0.127,1.0,0,0,1,Er
STRIPE82-0023,SPLUS.STRIPE82-0023.04790.griz,15.3262,-1.1684,15.64,0.07200000000000001,0.067,0.075,1.0,0,0,1,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.05316.griz,15.9284,-1.1364,16.65,0.0572,0.033,0.083,1.0,0,0,1,Er
STRIPE82-0023,SPLUS.STRIPE82-0023.05439.griz,15.7571,-1.1109,14.13,0.021,0.015,0.023,1.0,0,1,0,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.06031.griz,16.0631,-1.1141,14.56,0.02,0.014,0.025,1.0,1,0,0,SB
STRIPE82-0023,SPLUS.STRIPE82-0023.06352.griz,15.3201,-1.0976,14.55,0.064,0.059,0.067,1.0,1,0,0,S
STRIPE82-0023,SPLUS.STRIPE82-0023.06831.griz,16.0699,-1.075,13.16,0.024,0.021,0.403,1.0,0,0,1,S
STRIPE82-0023,SPLUS.STRIPE82-0023.06916.griz,15.6568,-1.0689,15.43,0.062,0.039,0.065,1.0,1,0,0,S
STRIPE82-0023,SPLUS.STRIPE82-0023.07735.griz,16.1958,-1.0156,16.89,0.054000000000000006,0.046,0.06,1.0,1,0,0,Ec
STRIPE82-0023,SPLUS.STRIPE82-0023.08059.griz,15.3247,-1.0058,16.45,0.067,0.057,0.073,1.0,0,0,1,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.08272.griz,16.0169,-0.9942,16.19,0.073,0.069,0.08199999999999999,1.0,0,0,1,Er
STRIPE82-0023,SPLUS.STRIPE82-0023.08448.griz,14.902,-0.9883,16.28,0.08199999999999999,0.077,0.113,1.0,0,0,1,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.08734.griz,14.8276,-0.9879,15.3,0.044,0.04,0.058,1.0,0,0,1,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.08792.griz,15.2906,-0.9742,15.85,0.055,0.046,0.059,1.0,0,1,0,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.09053.griz,16.0587,-0.9596,16.94,0.067,0.061,0.076,1.0,1,0,0,Ec
STRIPE82-0023,SPLUS.STRIPE82-0023.09066.griz,16.0304,-0.97,14.78,0.023,0.019,0.026,1.0,0,1,0,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.09219.griz,16.0188,-0.9591,16.22,0.126,0.045,0.13,1.0,0,1,0,Er
STRIPE82-0023,SPLUS.STRIPE82-0023.09276.griz,14.8255,-0.9483,16.44,0.07400000000000001,0.07200000000000001,0.107,1.0,1,0,0,S
STRIPE82-0023,SPLUS.STRIPE82-0023.09424.griz,16.173,-0.9559,14.65,0.031,0.027000000000000003,0.034,1.0,1,0,0,Ec
STRIPE82-0023,SPLUS.STRIPE82-0023.09500.griz,15.349,-0.9529,15.05,0.044,0.04,0.053,1.0,0,0,1,SB
STRIPE82-0023,SPLUS.STRIPE82-0023.10523.griz,16.2035,-0.8949,16.28,0.07200000000000001,0.067,0.087,1.0,1,0,0,S
STRIPE82-0023,SPLUS.STRIPE82-0023.10614.griz,16.1613,-0.8909999999999999,16.13,0.076,0.032,0.083,1.0,0,1,0,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.10765.griz,15.6629,-0.8787,16.75,0.056,0.044,0.068,1.0,1,0,0,Ec
STRIPE82-0023,SPLUS.STRIPE82-0023.10993.griz,16.125999999999998,-0.8721,16.35,0.07200000000000001,0.063,0.076,1.0,0,0,1,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.11063.griz,16.1051,-0.8724,15.94,0.07400000000000001,0.07,0.079,1.0,0,0,1,Ec
STRIPE82-0023,SPLUS.STRIPE82-0023.11091.griz,16.0168,-0.8731,16.22,0.065,0.059,0.07200000000000001,1.0,0,1,0,Er
STRIPE82-0023,SPLUS.STRIPE82-0023.11209.griz,16.0865,-0.8815,15.78,0.07,0.065,0.073,1.0,1,0,0,Ec
STRIPE82-0023,SPLUS.STRIPE82-0023.11353.griz,16.005,-0.856,16.62,0.059,0.053,0.063,1.0,0,0,1,SB
STRIPE82-0023,SPLUS.STRIPE82-0023.11411.griz,16.0706,-0.7648,13.04,0.022,0.019,0.624,1.0,0,1,0,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.11499.griz,14.9768,-0.8515,16.49,0.094,0.08900000000000001,0.099,1.0,0,0,1,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.11716.griz,15.3279,-0.8514,15.78,0.066,0.06,0.068,1.0,1,0,0,S
STRIPE82-0023,SPLUS.STRIPE82-0023.11735.griz,16.1701,-0.8028,12.64,0.02,0.018000000000000002,0.818,1.0,0,1,0,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.11911.griz,16.0072,-0.813,14.71,0.065,0.061,0.071,1.0,0,1,0,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.12086.griz,15.9723,-0.8339,16.11,0.064,0.054000000000000006,0.073,1.0,0,0,1,Er
STRIPE82-0023,SPLUS.STRIPE82-0023.12884.griz,14.9708,-0.7931,15.26,0.04,0.036000000000000004,0.042,1.0,0,0,1,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.13021.griz,16.0047,-0.7867,16.99,0.127,0.093,0.141,1.0,0,0,1,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.13026.griz,15.0231,-0.7979999999999999,15.22,0.077,0.071,0.081,1.0,0,1,0,Er
STRIPE82-0023,SPLUS.STRIPE82-0023.13978.griz,15.8154,-0.7387,16.84,0.066,0.052000000000000005,0.07400000000000001,1.0,0,0,1,Er
STRIPE82-0023,SPLUS.STRIPE82-0023.14524.griz,15.2088,-0.7314,15.86,0.102,0.083,0.108,1.0,0,0,1,S
STRIPE82-0023,SPLUS.STRIPE82-0023.15156.griz,16.0568,-0.6973,16.72,0.092,0.084,0.112,1.0,0,0,1,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.15459.griz,15.7478,-0.6782,16.86,0.018000000000000002,0.017,0.114,1.0,0,0,1,Er
STRIPE82-0023,SPLUS.STRIPE82-0023.15629.griz,16.0805,-0.6701,16.59,0.142,0.135,0.149,1.0,0,0,1,Er
STRIPE82-0023,SPLUS.STRIPE82-0023.16190.griz,16.2163,-0.6479,15.94,0.063,0.06,0.159,0.96,1,0,0,S
STRIPE82-0023,SPLUS.STRIPE82-0023.16251.griz,16.0042,-0.6406,16.7,0.125,0.114,0.134,1.0,0,1,0,Ei
STRIPE82-0023,SPLUS.STRIPE82-0023.16794.griz,15.353,-0.052000000000000005,16.78,0.101,0.093,0.107,1.0,1,0,0,S
STRIPE82-0023,SPLUS.STRIPE82-0023.16882.griz,14.8173,-0.0508,16.96,0.168,0.161,0.175,1.0,0,0,1,S
STRIPE82-0023,SPLUS.STRIPE82-0023.16940.griz,15.2697,-0.0592,16.6,0.118,0.1,0.124,1.0,0,0,1,Er
STRIPE82-0023,SPLUS.STRIPE82-0023.17428.griz,15.3588,-0.0779,15.26,0.106,0.1,0.118,0.99,0,1,0,Ei
